CiexKey,IdCiex,Ciex,DescCiex,Categoria,Grupo,Capitulo
7063,Q915,"Trisomia 13, Mosaico (Por Falta de Disyuncion Mitotica)","Q915 - Trisomia 13, Mosaico (Por Falta de Disyuncion Mitotica)",Q91 - SINDROME DE EDWARDS Y SINDROME DE PATAU,"(Q90 - Q99) ANOMALIAS CROMOSOMICAS, NO CLASIFICADAS EN OTRA PARTE","CAPITULO XVII: MALFORMACIONES CONGˆNITAS, DEFORMIDADES Y ANOMALIAS CROMOSOMICAS"
7064,Q916,"Trisomia 13, por Translocacion","Q916 - Trisomia 13, por Translocacion",Q91 - SINDROME DE EDWARDS Y SINDROME DE PATAU,"(Q90 - Q99) ANOMALIAS CROMOSOMICAS, NO CLASIFICADAS EN OTRA PARTE","CAPITULO XVII: MALFORMACIONES CONGˆNITAS, DEFORMIDADES Y ANOMALIAS CROMOSOMICAS"
7065,Q917,"Sindrome de Patau, no Especificado","Q917 - Sindrome de Patau, no Especificado",Q91 - SINDROME DE EDWARDS Y SINDROME DE PATAU,"(Q90 - Q99) ANOMALIAS CROMOSOMICAS, NO CLASIFICADAS EN OTRA PARTE","CAPITULO XVII: MALFORMACIONES CONGˆNITAS, DEFORMIDADES Y ANOMALIAS CROMOSOMICAS"
7066,Q920,"Trisomia de un Cromosoma Completo, por Falta de Disyuncion Meiotica","Q920 - Trisomia de un Cromosoma Completo, por Falta de Disyuncion Meiotica","Q92 - OTRAS TRISOMIAS Y TRISOMIAS PARCIALES DE LOS AUTOSOMAS, NO CLASIFICADA","(Q90 - Q99) ANOMALIAS CROMOSOMICAS, NO CLASIFICADAS EN OTRA PARTE","CAPITULO XVII: MALFORMACIONES CONGˆNITAS, DEFORMIDADES Y ANOMALIAS CROMOSOMICAS"
7067,Q921,"Trisomia de un Cromosoma Completo, Mosaico (Por Falta de disyuncion Mitotica)","Q921 - Trisomia de un Cromosoma Completo, Mosaico (Por Falta de disyuncion Mitotica)","Q92 - OTRAS TRISOMIAS Y TRISOMIAS PARCIALES DE LOS AUTOSOMAS, NO CLASIFICADA","(Q90 - Q99) ANOMALIAS CROMOSOMICAS, NO CLASIFICADAS EN OTRA PARTE","CAPITULO XVII: MALFORMACIONES CONGˆNITAS, DEFORMIDADES Y ANOMALIAS CROMOSOMICAS"
7068,Q922,Trisomia Parcial Mayor,Q922 - Trisomia Parcial Mayor,"Q92 - OTRAS TRISOMIAS Y TRISOMIAS PARCIALES DE LOS AUTOSOMAS, NO CLASIFICADA","(Q90 - Q99) ANOMALIAS CROMOSOMICAS, NO CLASIFICADAS EN OTRA PARTE","CAPITULO XVII: MALFORMACIONES CONGˆNITAS, DEFORMIDADES Y ANOMALIAS CROMOSOMICAS"
7069,Q923,Trisomia Parcial Menor,Q923 - Trisomia Parcial Menor,"Q92 - OTRAS TRISOMIAS Y TRISOMIAS PARCIALES DE LOS AUTOSOMAS, NO CLASIFICADA","(Q90 - Q99) ANOMALIAS CROMOSOMICAS, NO CLASIFICADAS EN OTRA PARTE","CAPITULO XVII: MALFORMACIONES CONGˆNITAS, DEFORMIDADES Y ANOMALIAS CROMOSOMICAS"
7070,Q924,Duplicaciones Visibles Solo en la Prometafase,Q924 - Duplicaciones Visibles Solo en la Prometafase,"Q92 - OTRAS TRISOMIAS Y TRISOMIAS PARCIALES DE LOS AUTOSOMAS, NO CLASIFICADA","(Q90 - Q99) ANOMALIAS CROMOSOMICAS, NO CLASIFICADAS EN OTRA PARTE","CAPITULO XVII: MALFORMACIONES CONGˆNITAS, DEFORMIDADES Y ANOMALIAS CROMOSOMICAS"
7071,Q925,Duplicaciones con otros Reordenamientos Complejos,Q925 - Duplicaciones con otros Reordenamientos Complejos,"Q92 - OTRAS TRISOMIAS Y TRISOMIAS PARCIALES DE LOS AUTOSOMAS, NO CLASIFICADA","(Q90 - Q99) ANOMALIAS CROMOSOMICAS, NO CLASIFICADAS EN OTRA PARTE","CAPITULO XVII: MALFORMACIONES CONGˆNITAS, DEFORMIDADES Y ANOMALIAS CROMOSOMICAS"
7072,Q926,Cromosomas Marcadores Suplementarios,Q926 - Cromosomas Marcadores Suplementarios,"Q92 - OTRAS TRISOMIAS Y TRISOMIAS PARCIALES DE LOS AUTOSOMAS, NO CLASIFICADA","(Q90 - Q99) ANOMALIAS CROMOSOMICAS, NO CLASIFICADAS EN OTRA PARTE","CAPITULO XVII: MALFORMACIONES CONGˆNITAS, DEFORMIDADES Y ANOMALIAS CROMOSOMICAS"
7073,Q927,Triploidia y Poliploidia,Q927 - Triploidia y Poliploidia,"Q92 - OTRAS TRISOMIAS Y TRISOMIAS PARCIALES DE LOS AUTOSOMAS, NO CLASIFICADA","(Q90 - Q99) ANOMALIAS CROMOSOMICAS, NO CLASIFICADAS EN OTRA PARTE","CAPITULO XVII: MALFORMACIONES CONGˆNITAS, DEFORMIDADES Y ANOMALIAS CROMOSOMICAS"
7074,Q928,"Otras Trisomias y Trisomias Parciales de los Autosomas, Especificadas","Q928 - Otras Trisomias y Trisomias Parciales de los Autosomas, Especificadas","Q92 - OTRAS TRISOMIAS Y TRISOMIAS PARCIALES DE LOS AUTOSOMAS, NO CLASIFICADA","(Q90 - Q99) ANOMALIAS CROMOSOMICAS, NO CLASIFICADAS EN OTRA PARTE","CAPITULO XVII: MALFORMACIONES CONGˆNITAS, DEFORMIDADES Y ANOMALIAS CROMOSOMICAS"
7075,Q929,"Trisomia y Trisomia Parcial de los Autosomas, sin otra Especificacion","Q929 - Trisomia y Trisomia Parcial de los Autosomas, sin otra Especificacion","Q92 - OTRAS TRISOMIAS Y TRISOMIAS PARCIALES DE LOS AUTOSOMAS, NO CLASIFICADA","(Q90 - Q99) ANOMALIAS CROMOSOMICAS, NO CLASIFICADAS EN OTRA PARTE","CAPITULO XVII: MALFORMACIONES CONGˆNITAS, DEFORMIDADES Y ANOMALIAS CROMOSOMICAS"
7076,Q930,"Monosomia Completa de un Cromosoma, por Falta de disyuncion Meiotica","Q930 - Monosomia Completa de un Cromosoma, por Falta de disyuncion Meiotica","Q93 - MONOSOMIAS Y SUPRESIONES DE LOS AUTOSOMAS, NO CLASIFICADAS EN OTRA PAR","(Q90 - Q99) ANOMALIAS CROMOSOMICAS, NO CLASIFICADAS EN OTRA PARTE","CAPITULO XVII: MALFORMACIONES CONGˆNITAS, DEFORMIDADES Y ANOMALIAS CROMOSOMICAS"
7077,Q931,"Monosomia Completa de un Cromosoma, Mosaico (Por Falta de disyuncion Mitotica)","Q931 - Monosomia Completa de un Cromosoma, Mosaico (Por Falta de disyuncion Mitotica)","Q93 - MONOSOMIAS Y SUPRESIONES DE LOS AUTOSOMAS, NO CLASIFICADAS EN OTRA PAR","(Q90 - Q99) ANOMALIAS CROMOSOMICAS, NO CLASIFICADAS EN OTRA PARTE","CAPITULO XVII: MALFORMACIONES CONGˆNITAS, DEFORMIDADES Y ANOMALIAS CROMOSOMICAS"
7078,Q932,Cromosoma Reemplazado por Anillo o dicentrico,Q932 - Cromosoma Reemplazado por Anillo o dicentrico,"Q93 - MONOSOMIAS Y SUPRESIONES DE LOS AUTOSOMAS, NO CLASIFICADAS EN OTRA PAR","(Q90 - Q99) ANOMALIAS CROMOSOMICAS, NO CLASIFICADAS EN OTRA PARTE","CAPITULO XVII: MALFORMACIONES CONGˆNITAS, DEFORMIDADES Y ANOMALIAS CROMOSOMICAS"
7079,Q933,Supresion del Brazo Corto del Cromosoma 4,Q933 - Supresion del Brazo Corto del Cromosoma 4,"Q93 - MONOSOMIAS Y SUPRESIONES DE LOS AUTOSOMAS, NO CLASIFICADAS EN OTRA PAR","(Q90 - Q99) ANOMALIAS CROMOSOMICAS, NO CLASIFICADAS EN OTRA PARTE","CAPITULO XVII: MALFORMACIONES CONGˆNITAS, DEFORMIDADES Y ANOMALIAS CROMOSOMICAS"
7080,Q934,Supresion del Brazo Corto del Cromosoma 5,Q934 - Supresion del Brazo Corto del Cromosoma 5,"Q93 - MONOSOMIAS Y SUPRESIONES DE LOS AUTOSOMAS, NO CLASIFICADAS EN OTRA PAR","(Q90 - Q99) ANOMALIAS CROMOSOMICAS, NO CLASIFICADAS EN OTRA PARTE","CAPITULO XVII: MALFORMACIONES CONGˆNITAS, DEFORMIDADES Y ANOMALIAS CROMOSOMICAS"
7081,Q935,Otras Supresiones de parte de un Cromosoma,Q935 - Otras Supresiones de parte de un Cromosoma,"Q93 - MONOSOMIAS Y SUPRESIONES DE LOS AUTOSOMAS, NO CLASIFICADAS EN OTRA PAR","(Q90 - Q99) ANOMALIAS CROMOSOMICAS, NO CLASIFICADAS EN OTRA PARTE","CAPITULO XVII: MALFORMACIONES CONGˆNITAS, DEFORMIDADES Y ANOMALIAS CROMOSOMICAS"
7082,Q936,Supresiones Visibles Solo en la Prometafase,Q936 - Supresiones Visibles Solo en la Prometafase,"Q93 - MONOSOMIAS Y SUPRESIONES DE LOS AUTOSOMAS, NO CLASIFICADAS EN OTRA PAR","(Q90 - Q99) ANOMALIAS CROMOSOMICAS, NO CLASIFICADAS EN OTRA PARTE","CAPITULO XVII: MALFORMACIONES CONGˆNITAS, DEFORMIDADES Y ANOMALIAS CROMOSOMICAS"
7083,Q937,Supresiones con otros Reordenamientos Complejos,Q937 - Supresiones con otros Reordenamientos Complejos,"Q93 - MONOSOMIAS Y SUPRESIONES DE LOS AUTOSOMAS, NO CLASIFICADAS EN OTRA PAR","(Q90 - Q99) ANOMALIAS CROMOSOMICAS, NO CLASIFICADAS EN OTRA PARTE","CAPITULO XVII: MALFORMACIONES CONGˆNITAS, DEFORMIDADES Y ANOMALIAS CROMOSOMICAS"
7084,Q938,Otras Supresiones de los Autosomas,Q938 - Otras Supresiones de los Autosomas,"Q93 - MONOSOMIAS Y SUPRESIONES DE LOS AUTOSOMAS, NO CLASIFICADAS EN OTRA PAR","(Q90 - Q99) ANOMALIAS CROMOSOMICAS, NO CLASIFICADAS EN OTRA PARTE","CAPITULO XVII: MALFORMACIONES CONGˆNITAS, DEFORMIDADES Y ANOMALIAS CROMOSOMICAS"
7085,Q939,"Supresion de los Autosomas, no Especificada","Q939 - Supresion de los Autosomas, no Especificada","Q93 - MONOSOMIAS Y SUPRESIONES DE LOS AUTOSOMAS, NO CLASIFICADAS EN OTRA PAR","(Q90 - Q99) ANOMALIAS CROMOSOMICAS, NO CLASIFICADAS EN OTRA PARTE","CAPITULO XVII: MALFORMACIONES CONGˆNITAS, DEFORMIDADES Y ANOMALIAS CROMOSOMICAS"
7086,Q950,Translocacion Equilibrada e Insercion en Individuo Normal,Q950 - Translocacion Equilibrada e Insercion en Individuo Normal,"Q95 - REORDENAMIENTOS EQUILIBRADOS Y MARCADORES ESTRUCTURALES, NO CLASIFICAD","(Q90 - Q99) ANOMALIAS CROMOSOMICAS, NO CLASIFICADAS EN OTRA PARTE","CAPITULO XVII: MALFORMACIONES CONGˆNITAS, DEFORMIDADES Y ANOMALIAS CROMOSOMICAS"
7087,Q951,Inversion Cromosomica en Individuo Normal,Q951 - Inversion Cromosomica en Individuo Normal,"Q95 - REORDENAMIENTOS EQUILIBRADOS Y MARCADORES ESTRUCTURALES, NO CLASIFICAD","(Q90 - Q99) ANOMALIAS CROMOSOMICAS, NO CLASIFICADAS EN OTRA PARTE","CAPITULO XVII: MALFORMACIONES CONGˆNITAS, DEFORMIDADES Y ANOMALIAS CROMOSOMICAS"
7088,Q952,Reordenamiento Autosomico Equilibrado en Individuo Anormal,Q952 - Reordenamiento Autosomico Equilibrado en Individuo Anormal,"Q95 - REORDENAMIENTOS EQUILIBRADOS Y MARCADORES ESTRUCTURALES, NO CLASIFICAD","(Q90 - Q99) ANOMALIAS CROMOSOMICAS, NO CLASIFICADAS EN OTRA PARTE","CAPITULO XVII: MALFORMACIONES CONGˆNITAS, DEFORMIDADES Y ANOMALIAS CROMOSOMICAS"
7089,Q953,Reordenamiento Autosomico/Sexual Equilibrado en Individuo Anormal,Q953 - Reordenamiento Autosomico/Sexual Equilibrado en Individuo Anormal,"Q95 - REORDENAMIENTOS EQUILIBRADOS Y MARCADORES ESTRUCTURALES, NO CLASIFICAD","(Q90 - Q99) ANOMALIAS CROMOSOMICAS, NO CLASIFICADAS EN OTRA PARTE","CAPITULO XVII: MALFORMACIONES CONGˆNITAS, DEFORMIDADES Y ANOMALIAS CROMOSOMICAS"
7090,Q954,Individuos con Heterocromatina Marcadora,Q954 - Individuos con Heterocromatina Marcadora,"Q95 - REORDENAMIENTOS EQUILIBRADOS Y MARCADORES ESTRUCTURALES, NO CLASIFICAD","(Q90 - Q99) ANOMALIAS CROMOSOMICAS, NO CLASIFICADAS EN OTRA PARTE","CAPITULO XVII: MALFORMACIONES CONGˆNITAS, DEFORMIDADES Y ANOMALIAS CROMOSOMICAS"
7091,Q955,Individuos con Sitio Fragil Autosomico,Q955 - Individuos con Sitio Fragil Autosomico,"Q95 - REORDENAMIENTOS EQUILIBRADOS Y MARCADORES ESTRUCTURALES, NO CLASIFICAD","(Q90 - Q99) ANOMALIAS CROMOSOMICAS, NO CLASIFICADAS EN OTRA PARTE","CAPITULO XVII: MALFORMACIONES CONGˆNITAS, DEFORMIDADES Y ANOMALIAS CROMOSOMICAS"
7092,Q958,Otros Reordenamientos Equilibrados y Marcadores Estructurales,Q958 - Otros Reordenamientos Equilibrados y Marcadores Estructurales,"Q95 - REORDENAMIENTOS EQUILIBRADOS Y MARCADORES ESTRUCTURALES, NO CLASIFICAD","(Q90 - Q99) ANOMALIAS CROMOSOMICAS, NO CLASIFICADAS EN OTRA PARTE","CAPITULO XVII: MALFORMACIONES CONGˆNITAS, DEFORMIDADES Y ANOMALIAS CROMOSOMICAS"
7093,Q959,"Reordenamiento Equilibrado y Marcador Estructural, sin otra Especificacion","Q959 - Reordenamiento Equilibrado y Marcador Estructural, sin otra Especificacion","Q95 - REORDENAMIENTOS EQUILIBRADOS Y MARCADORES ESTRUCTURALES, NO CLASIFICAD","(Q90 - Q99) ANOMALIAS CROMOSOMICAS, NO CLASIFICADAS EN OTRA PARTE","CAPITULO XVII: MALFORMACIONES CONGˆNITAS, DEFORMIDADES Y ANOMALIAS CROMOSOMICAS"
7094,Q960,"Cariotipo 45, X","Q960 - Cariotipo 45, X",Q96 - SINDROME DE TURNER,"(Q90 - Q99) ANOMALIAS CROMOSOMICAS, NO CLASIFICADAS EN OTRA PARTE","CAPITULO XVII: MALFORMACIONES CONGˆNITAS, DEFORMIDADES Y ANOMALIAS CROMOSOMICAS"
7095,Q961,"Cariotipo 46, X Iso (Xq)","Q961 - Cariotipo 46, X Iso (Xq)",Q96 - SINDROME DE TURNER,"(Q90 - Q99) ANOMALIAS CROMOSOMICAS, NO CLASIFICADAS EN OTRA PARTE","CAPITULO XVII: MALFORMACIONES CONGˆNITAS, DEFORMIDADES Y ANOMALIAS CROMOSOMICAS"
7096,Q962,"Cariotipo 46, X con Cromosoma Sexual Anormal Excepto Iso (Xq)","Q962 - Cariotipo 46, X con Cromosoma Sexual Anormal Excepto Iso (Xq)",Q96 - SINDROME DE TURNER,"(Q90 - Q99) ANOMALIAS CROMOSOMICAS, NO CLASIFICADAS EN OTRA PARTE","CAPITULO XVII: MALFORMACIONES CONGˆNITAS, DEFORMIDADES Y ANOMALIAS CROMOSOMICAS"
7097,Q963,"Mosaico 45,X / 46, XX o XY","Q963 - Mosaico 45,X / 46, XX o XY",Q96 - SINDROME DE TURNER,"(Q90 - Q99) ANOMALIAS CROMOSOMICAS, NO CLASIFICADAS EN OTRA PARTE","CAPITULO XVII: MALFORMACIONES CONGˆNITAS, DEFORMIDADES Y ANOMALIAS CROMOSOMICAS"
7098,Q964,"Mosaico 45,X / Otra (s) Linea (s) Celular(es) con Cromosoma Sexual Anormal","Q964 - Mosaico 45,X / Otra (s) Linea (s) Celular(es) con Cromosoma Sexual Anormal",Q96 - SINDROME DE TURNER,"(Q90 - Q99) ANOMALIAS CROMOSOMICAS, NO CLASIFICADAS EN OTRA PARTE","CAPITULO XVII: MALFORMACIONES CONGˆNITAS, DEFORMIDADES Y ANOMALIAS CROMOSOMICAS"
7099,Q968,Otras Variantes del Sindrome de Turner,Q968 - Otras Variantes del Sindrome de Turner,Q96 - SINDROME DE TURNER,"(Q90 - Q99) ANOMALIAS CROMOSOMICAS, NO CLASIFICADAS EN OTRA PARTE","CAPITULO XVII: MALFORMACIONES CONGˆNITAS, DEFORMIDADES Y ANOMALIAS CROMOSOMICAS"
7100,Q969,"Sindrome de Turner, no Especificado","Q969 - Sindrome de Turner, no Especificado",Q96 - SINDROME DE TURNER,"(Q90 - Q99) ANOMALIAS CROMOSOMICAS, NO CLASIFICADAS EN OTRA PARTE","CAPITULO XVII: MALFORMACIONES CONGˆNITAS, DEFORMIDADES Y ANOMALIAS CROMOSOMICAS"
7101,Q970,"Cariotipo 47, XXX","Q970 - Cariotipo 47, XXX","Q97 - OTRAS ANOMALIAS DE LOS CROMOSOMAS SEXUALES, CON FENOTIPO FEMENINO, NO","(Q90 - Q99) ANOMALIAS CROMOSOMICAS, NO CLASIFICADAS EN OTRA PARTE","CAPITULO XVII: MALFORMACIONES CONGˆNITAS, DEFORMIDADES Y ANOMALIAS CROMOSOMICAS"
7102,Q971,Mujer con Mas de Tres Cromosomas X,Q971 - Mujer con Mas de Tres Cromosomas X,"Q97 - OTRAS ANOMALIAS DE LOS CROMOSOMAS SEXUALES, CON FENOTIPO FEMENINO, NO","(Q90 - Q99) ANOMALIAS CROMOSOMICAS, NO CLASIFICADAS EN OTRA PARTE","CAPITULO XVII: MALFORMACIONES CONGˆNITAS, DEFORMIDADES Y ANOMALIAS CROMOSOMICAS"
7103,Q972,"Mosaico, Lineas con Numero Variable de Cromosomas X","Q972 - Mosaico, Lineas con Numero Variable de Cromosomas X","Q97 - OTRAS ANOMALIAS DE LOS CROMOSOMAS SEXUALES, CON FENOTIPO FEMENINO, NO","(Q90 - Q99) ANOMALIAS CROMOSOMICAS, NO CLASIFICADAS EN OTRA PARTE","CAPITULO XVII: MALFORMACIONES CONGˆNITAS, DEFORMIDADES Y ANOMALIAS CROMOSOMICAS"
7104,Q973,"Mujer con Cariotipo 46, XY","Q973 - Mujer con Cariotipo 46, XY","Q97 - OTRAS ANOMALIAS DE LOS CROMOSOMAS SEXUALES, CON FENOTIPO FEMENINO, NO","(Q90 - Q99) ANOMALIAS CROMOSOMICAS, NO CLASIFICADAS EN OTRA PARTE","CAPITULO XVII: MALFORMACIONES CONGˆNITAS, DEFORMIDADES Y ANOMALIAS CROMOSOMICAS"
7105,Q978,"Otras Anomalias de los Cromosomas Sexuales, con Fenotipo Femenino, Especificadas","Q978 - Otras Anomalias de los Cromosomas Sexuales, con Fenotipo Femenino, Especificadas","Q97 - OTRAS ANOMALIAS DE LOS CROMOSOMAS SEXUALES, CON FENOTIPO FEMENINO, NO","(Q90 - Q99) ANOMALIAS CROMOSOMICAS, NO CLASIFICADAS EN OTRA PARTE","CAPITULO XVII: MALFORMACIONES CONGˆNITAS, DEFORMIDADES Y ANOMALIAS CROMOSOMICAS"
7106,Q979,"Anomalia de los Cromosomas Sexuales, con Fenotipo Femenino, sin otra Especificacion","Q979 - Anomalia de los Cromosomas Sexuales, con Fenotipo Femenino, sin otra Especificacion","Q97 - OTRAS ANOMALIAS DE LOS CROMOSOMAS SEXUALES, CON FENOTIPO FEMENINO, NO","(Q90 - Q99) ANOMALIAS CROMOSOMICAS, NO CLASIFICADAS EN OTRA PARTE","CAPITULO XVII: MALFORMACIONES CONGˆNITAS, DEFORMIDADES Y ANOMALIAS CROMOSOMICAS"
7107,Q980,"Sindrome de Klinefelter, Cariotipo 47, XXY","Q980 - Sindrome de Klinefelter, Cariotipo 47, XXY","Q98 - OTRAS ANOMALIAS DE LOS CROMOSOMAS SEXUALES, CON FENOTIPO MASCULINO, NO","(Q90 - Q99) ANOMALIAS CROMOSOMICAS, NO CLASIFICADAS EN OTRA PARTE","CAPITULO XVII: MALFORMACIONES CONGˆNITAS, DEFORMIDADES Y ANOMALIAS CROMOSOMICAS"
7108,Q981,"Sindrome de Klinefelter, Hombre con Mas de dos Cromosomas X","Q981 - Sindrome de Klinefelter, Hombre con Mas de dos Cromosomas X","Q98 - OTRAS ANOMALIAS DE LOS CROMOSOMAS SEXUALES, CON FENOTIPO MASCULINO, NO","(Q90 - Q99) ANOMALIAS CROMOSOMICAS, NO CLASIFICADAS EN OTRA PARTE","CAPITULO XVII: MALFORMACIONES CONGˆNITAS, DEFORMIDADES Y ANOMALIAS CROMOSOMICAS"
7109,Q982,"Sindrome de Klinefelter, Hombre con Cariotipo 46, XX","Q982 - Sindrome de Klinefelter, Hombre con Cariotipo 46, XX","Q98 - OTRAS ANOMALIAS DE LOS CROMOSOMAS SEXUALES, CON FENOTIPO MASCULINO, NO","(Q90 - Q99) ANOMALIAS CROMOSOMICAS, NO CLASIFICADAS EN OTRA PARTE","CAPITULO XVII: MALFORMACIONES CONGˆNITAS, DEFORMIDADES Y ANOMALIAS CROMOSOMICAS"
7110,Q983,"Otro Hombre con Cariotipo 46,XX","Q983 - Otro Hombre con Cariotipo 46,XX","Q98 - OTRAS ANOMALIAS DE LOS CROMOSOMAS SEXUALES, CON FENOTIPO MASCULINO, NO","(Q90 - Q99) ANOMALIAS CROMOSOMICAS, NO CLASIFICADAS EN OTRA PARTE","CAPITULO XVII: MALFORMACIONES CONGˆNITAS, DEFORMIDADES Y ANOMALIAS CROMOSOMICAS"
7111,Q984,"Sindrome de Klinefelter, no Especificado","Q984 - Sindrome de Klinefelter, no Especificado","Q98 - OTRAS ANOMALIAS DE LOS CROMOSOMAS SEXUALES, CON FENOTIPO MASCULINO, NO","(Q90 - Q99) ANOMALIAS CROMOSOMICAS, NO CLASIFICADAS EN OTRA PARTE","CAPITULO XVII: MALFORMACIONES CONGˆNITAS, DEFORMIDADES Y ANOMALIAS CROMOSOMICAS"
7112,Q985,"Cariotipo 47, XYY","Q985 - Cariotipo 47, XYY","Q98 - OTRAS ANOMALIAS DE LOS CROMOSOMAS SEXUALES, CON FENOTIPO MASCULINO, NO","(Q90 - Q99) ANOMALIAS CROMOSOMICAS, NO CLASIFICADAS EN OTRA PARTE","CAPITULO XVII: MALFORMACIONES CONGˆNITAS, DEFORMIDADES Y ANOMALIAS CROMOSOMICAS"
7113,Q986,Hombre con Cromosoma Sexual Estructuralmente Anormal,Q986 - Hombre con Cromosoma Sexual Estructuralmente Anormal,"Q98 - OTRAS ANOMALIAS DE LOS CROMOSOMAS SEXUALES, CON FENOTIPO MASCULINO, NO","(Q90 - Q99) ANOMALIAS CROMOSOMICAS, NO CLASIFICADAS EN OTRA PARTE","CAPITULO XVII: MALFORMACIONES CONGˆNITAS, DEFORMIDADES Y ANOMALIAS CROMOSOMICAS"
7114,Q987,Hombre con Mosaico de Cromosomas Sexuales,Q987 - Hombre con Mosaico de Cromosomas Sexuales,"Q98 - OTRAS ANOMALIAS DE LOS CROMOSOMAS SEXUALES, CON FENOTIPO MASCULINO, NO","(Q90 - Q99) ANOMALIAS CROMOSOMICAS, NO CLASIFICADAS EN OTRA PARTE","CAPITULO XVII: MALFORMACIONES CONGˆNITAS, DEFORMIDADES Y ANOMALIAS CROMOSOMICAS"
7115,Q988,"Otras Anomalias de los Cromosomas Sexuales, con Fenotipo Masculino, Especificadas","Q988 - Otras Anomalias de los Cromosomas Sexuales, con Fenotipo Masculino, Especificadas","Q98 - OTRAS ANOMALIAS DE LOS CROMOSOMAS SEXUALES, CON FENOTIPO MASCULINO, NO","(Q90 - Q99) ANOMALIAS CROMOSOMICAS, NO CLASIFICADAS EN OTRA PARTE","CAPITULO XVII: MALFORMACIONES CONGˆNITAS, DEFORMIDADES Y ANOMALIAS CROMOSOMICAS"
7116,Q989,"Anomalia de los Cromosomas Sexuales, Fenotipo Masculino, sin otra Especificacion","Q989 - Anomalia de los Cromosomas Sexuales, Fenotipo Masculino, sin otra Especificacion","Q98 - OTRAS ANOMALIAS DE LOS CROMOSOMAS SEXUALES, CON FENOTIPO MASCULINO, NO","(Q90 - Q99) ANOMALIAS CROMOSOMICAS, NO CLASIFICADAS EN OTRA PARTE","CAPITULO XVII: MALFORMACIONES CONGˆNITAS, DEFORMIDADES Y ANOMALIAS CROMOSOMICAS"
7117,Q990,"Quimera 46, XX / 46, XY","Q990 - Quimera 46, XX / 46, XY","Q99 - OTRAS ANOMALIAS CROMOSOMICAS, NO CLASIFICADAS EN OTRA PARTE","(Q90 - Q99) ANOMALIAS CROMOSOMICAS, NO CLASIFICADAS EN OTRA PARTE","CAPITULO XVII: MALFORMACIONES CONGˆNITAS, DEFORMIDADES Y ANOMALIAS CROMOSOMICAS"
7118,Q991,"Hermafrodita Verdadero 46,XX","Q991 - Hermafrodita Verdadero 46,XX","Q99 - OTRAS ANOMALIAS CROMOSOMICAS, NO CLASIFICADAS EN OTRA PARTE","(Q90 - Q99) ANOMALIAS CROMOSOMICAS, NO CLASIFICADAS EN OTRA PARTE","CAPITULO XVII: MALFORMACIONES CONGˆNITAS, DEFORMIDADES Y ANOMALIAS CROMOSOMICAS"
7119,Q992,Cromosoma X Fragil,Q992 - Cromosoma X Fragil,"Q99 - OTRAS ANOMALIAS CROMOSOMICAS, NO CLASIFICADAS EN OTRA PARTE","(Q90 - Q99) ANOMALIAS CROMOSOMICAS, NO CLASIFICADAS EN OTRA PARTE","CAPITULO XVII: MALFORMACIONES CONGˆNITAS, DEFORMIDADES Y ANOMALIAS CROMOSOMICAS"
7120,Q998,"Otras Anomalias de los Cromosomas, Especificadas","Q998 - Otras Anomalias de los Cromosomas, Especificadas","Q99 - OTRAS ANOMALIAS CROMOSOMICAS, NO CLASIFICADAS EN OTRA PARTE","(Q90 - Q99) ANOMALIAS CROMOSOMICAS, NO CLASIFICADAS EN OTRA PARTE","CAPITULO XVII: MALFORMACIONES CONGˆNITAS, DEFORMIDADES Y ANOMALIAS CROMOSOMICAS"
7121,Q999,"Anomalia Cromosomica, no Especificada","Q999 - Anomalia Cromosomica, no Especificada","Q99 - OTRAS ANOMALIAS CROMOSOMICAS, NO CLASIFICADAS EN OTRA PARTE","(Q90 - Q99) ANOMALIAS CROMOSOMICAS, NO CLASIFICADAS EN OTRA PARTE","CAPITULO XVII: MALFORMACIONES CONGˆNITAS, DEFORMIDADES Y ANOMALIAS CROMOSOMICAS"
7122,R000,"Taquicardia, no Especificada","R000 - Taquicardia, no Especificada",R00 - ANORMALIDADES DEL LATIDO CARDIACO,(R00 - R09) SINTOMAS Y SIGNOS QUE INVOLUCRAN LOS SISTEMAS CIRCULATORIO Y RESPIRATORIO,"CAPITULO XVIII: SINTOMAS, SIGNOS Y HALLAZGOS ANORMALES CLINICOS Y DE  LABORATORIO, NO CLASIFICADOS EN OTRA PARTE"
7123,R001,"Bradicardia, no Especificada","R001 - Bradicardia, no Especificada",R00 - ANORMALIDADES DEL LATIDO CARDIACO,(R00 - R09) SINTOMAS Y SIGNOS QUE INVOLUCRAN LOS SISTEMAS CIRCULATORIO Y RESPIRATORIO,"CAPITULO XVIII: SINTOMAS, SIGNOS Y HALLAZGOS ANORMALES CLINICOS Y DE  LABORATORIO, NO CLASIFICADOS EN OTRA PARTE"
7124,R002,Palpitaciones,R002 - Palpitaciones,R00 - ANORMALIDADES DEL LATIDO CARDIACO,(R00 - R09) SINTOMAS Y SIGNOS QUE INVOLUCRAN LOS SISTEMAS CIRCULATORIO Y RESPIRATORIO,"CAPITULO XVIII: SINTOMAS, SIGNOS Y HALLAZGOS ANORMALES CLINICOS Y DE  LABORATORIO, NO CLASIFICADOS EN OTRA PARTE"
